sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
TIOSJZL,3650,3650,3650,3650,3650,-1,3650,-1
TIOSJLZ,3650,-1,3650,3650,3650,-1,3650,3650
TIOSLZJ,3650,-1,5150,3650,3650,-1,-1,3650
TIOSLJZ,3650,-1,3650,3650,3650,-1,3650,3650
TIOZSJL,3650,3650,4050,3650,3650,-1,-1,-1
TIOZSLJ,3650,3650,5150,3650,3650,-1,-1,-1
TIOZJSL,3650,3650,-1,-1,3650,3650,3650,-1
TIOZJLS,3650,3650,-1,-1,3650,3650,3650,-1
TIOZLSJ,3650,3650,5150,3650,3650,-1,-1,-1
TIOZLJS,3650,3650,-1,-1,3650,3650,3650,-1
TIOJSZL,3600,-1,-1,3650,3650,3650,3650,-1
TIOJSLZ,3600,-1,-1,3650,3650,3650,3650,-1
TIOJZSL,3650,-1,-1,-1,3650,3650,3650,-1
TIOJZLS,3650,-1,-1,-1,3650,3650,3650,-1
TIOJLSZ,3600,-1,-1,3650,3650,3650,3650,-1
TIOJLZS,3650,-1,-1,-1,3650,3650,3650,-1
TIOLSZJ,3650,-1,5150,3650,3650,-1,-1,3650
TIOLSJZ,3650,-1,3650,3650,3650,-1,3650,3650
TIOLZSJ,3650,-1,5150,3650,3650,-1,-1,3650
TIOLZJS,3650,-1,-1,-1,3650,3650,3650,-1
TIOLJSZ,3600,-1,-1,3650,3650,3550,3650,3650
TIOLJZS,3650,-1,-1,-1,3650,3550,3650,-1
TISOZJL,3650,3650,4050,3650,3650,-1,-1,-1
TISOZLJ,3650,3650,5150,3650,3650,-1,-1,-1
TISOJZL,3650,3650,3650,3650,3650,-1,3650,-1
TISOJLZ,3650,-1,3650,3650,3650,-1,3650,3650
TISOLZJ,3650,-1,5150,3650,3650,-1,-1,3650
TISOLJZ,3650,-1,3650,3650,3650,-1,3650,3650
TISZOJL,3650,3650,4050,3650,3650,-1,-1,-1
TISZOLJ,3650,3650,5150,3650,3650,-1,-1,-1
TISZJOL,3650,3650,4050,3650,3650,-1,-1,-1
TISZJLO,3650,3650,4050,3650,3650,-1,-1,-1
TISZLOJ,3650,3650,5150,3650,3650,-1,-1,-1
TISZLJO,3650,3700,4750,3650,3650,-1,-1,-1
TISJOZL,3650,3650,3650,3650,3650,-1,3650,-1
TISJOLZ,3650,-1,3650,3650,3650,-1,3650,3650
TISJZOL,3650,3650,3650,3650,3650,-1,3650,-1
TISJZLO,3650,3650,3650,3650,3650,-1,3650,-1
TISJLOZ,3650,3650,3550,3650,3650,-1,3550,3650
TISJLZO,3650,3650,3550,3650,3650,-1,3550,3650
TISLOZJ,3650,3650,5150,3650,3650,-1,-1,3650
TISLOJZ,3650,3650,3650,3650,3650,-1,3650,3650
TISLZOJ,3650,3650,5150,3650,3650,-1,-1,3650
TISLZJO,3650,3700,4750,3650,3650,-1,-1,3650
TISLJOZ,3650,3650,3550,3650,3650,-1,3550,3650
TISLJZO,3650,3650,3550,3650,3650,-1,3550,3650
TIZOSJL,3650,3650,4050,3650,3650,-1,-1,-1
TIZOSLJ,3650,3650,5150,3650,3650,-1,-1,-1
TIZOJSL,3650,3650,-1,-1,3650,3650,3650,-1
TIZOJLS,3650,3650,-1,-1,3650,3650,3650,-1
TIZOLSJ,3650,3650,5150,3650,3650,-1,-1,-1
TIZOLJS,3650,3700,-1,-1,3650,3650,3650,-1
TIZSOJL,3650,3650,4050,3650,3650,-1,-1,-1
TIZSOLJ,3650,3650,5150,3650,3650,-1,-1,-1
TIZSJOL,3650,3650,4050,3650,3650,-1,-1,-1
TIZSJLO,3650,3650,4050,3650,3650,-1,-1,-1
TIZSLOJ,3650,3650,5150,3650,3650,-1,-1,-1
TIZSLJO,3650,3700,4750,3650,3650,-1,-1,-1
TIZJOSL,3650,3650,-1,-1,3650,3650,3650,-1
TIZJOLS,3650,3650,-1,-1,3650,3650,3650,-1
TIZJSOL,3600,3650,-1,-1,3650,3650,3650,-1
TIZJSLO,3600,3650,-1,-1,3650,3650,3650,-1
TIZJLOS,3650,3650,-1,-1,3550,3650,3650,-1
TIZJLSO,3600,3650,-1,-1,3550,3650,3650,-1
TIZLOSJ,3650,3650,5150,3650,3650,-1,-1,-1
TIZLOJS,3650,3650,-1,-1,3650,3650,3650,-1
TIZLSOJ,3650,3650,5150,3650,3650,-1,-1,-1
TIZLSJO,3650,3650,4750,3650,3650,-1,-1,-1
TIZLJOS,3650,3650,-1,-1,3550,3550,3550,-1
TIZLJSO,3600,3650,-1,-1,3550,3550,3550,-1
TIJOSZL,3600,-1,-1,3650,3650,3650,3650,-1
TIJOSLZ,3600,-1,-1,3650,3650,3650,3650,-1
TIJOZSL,3650,-1,-1,-1,3650,3650,3650,-1
TIJOZLS,3650,-1,-1,-1,3650,3650,3650,-1
TIJOLSZ,3600,-1,-1,3650,3650,3650,3650,-1
TIJOLZS,3650,-1,-1,-1,3650,3650,3650,-1
TIJSOZL,3600,3650,-1,3650,3650,3650,3650,-1
TIJSOLZ,3600,-1,-1,3650,3650,3650,3650,-1
TIJSZOL,3600,3650,-1,3650,3650,3650,3650,-1
TIJSZLO,3600,3650,-1,3650,3650,3650,3650,-1
TIJSLOZ,3600,-1,-1,3650,3650,3550,3550,-1
TIJSLZO,3600,3650,-1,3650,3650,3550,3550,-1
TIJZOSL,3650,3650,-1,-1,3650,3650,3650,-1
TIJZOLS,3650,3650,-1,-1,3650,3650,3650,-1
TIJZSOL,3600,3650,-1,-1,3650,3650,3650,-1
TIJZSLO,3600,3650,-1,-1,3650,3650,3650,-1
TIJZLOS,3650,3650,-1,-1,3550,3650,3650,-1
TIJZLSO,3600,3650,-1,-1,3550,3650,3650,-1
TIJLOSZ,3600,-1,-1,3650,3650,3650,3650,-1
TIJLOZS,3650,-1,-1,-1,3650,3650,3650,-1
TIJLSOZ,3600,-1,-1,3650,3650,3550,3550,-1
TIJLSZO,3600,-1,-1,3650,3650,3550,3550,-1
TIJLZOS,3650,-1,-1,-1,3550,3650,3650,-1
TIJLZSO,3600,-1,-1,-1,3550,3650,3650,-1
TILOSZJ,3650,3650,5150,3650,3650,-1,-1,3650
TILOSJZ,3650,3650,3650,3650,3650,-1,3650,3650
TILOZSJ,3650,3600,5150,3650,3650,-1,-1,3650
TILOZJS,3650,3600,-1,-1,3650,3650,3650,-1
TILOJSZ,3600,-1,-1,3650,3650,3550,3650,3650
TILOJZS,3650,-1,-1,-1,3650,3550,3650,-1
TILSOZJ,3650,3650,5150,3650,3650,-1,-1,3650
TILSOJZ,3650,3650,3650,3650,3650,-1,3650,3650
TILSZOJ,3650,3650,5150,3650,3650,-1,-1,3650
TILSZJO,3650,3700,4750,3650,3650,-1,-1,3650
TILSJOZ,3650,3650,3550,3650,3650,-1,3550,3650
TILSJZO,3650,3650,3550,3650,3650,-1,3550,3650
TILZOSJ,3650,3650,5150,3650,3650,-1,-1,3650
TILZOJS,3650,3650,-1,-1,3650,3650,3650,-1
TILZSOJ,3650,3650,5150,3650,3650,-1,-1,3650
TILZSJO,3650,3650,4750,3650,3650,-1,-1,3650
TILZJOS,3650,3650,-1,-1,3550,3550,3550,-1
TILZJSO,3600,3650,-1,-1,3550,3550,3550,-1
TILJOSZ,3600,-1,-1,3650,3650,3550,3650,3650
TILJOZS,3650,-1,-1,-1,3650,3550,3650,-1
TILJSOZ,3600,3650,-1,3650,3650,3550,3550,3650
TILJSZO,3600,3650,-1,3650,3650,3550,3550,3650
TILJZOS,3650,3600,-1,-1,3550,3550,3650,-1
TILJZSO,3600,3600,-1,-1,3550,3550,3650,-1
TOISZJL,3650,3650,4050,3650,3650,-1,-1,-1
TOISZLJ,3650,3650,5150,3650,3650,-1,-1,-1
TOISJZL,3650,3650,3650,3650,3650,-1,3650,-1
TOISJLZ,3650,-1,3650,3650,3650,-1,3650,3650
TOISLZJ,3650,-1,5150,3650,3650,-1,-1,3650
TOISLJZ,3650,-1,3650,3650,3650,-1,3650,3650
TOIZSJL,3650,3650,4050,3650,3650,-1,-1,-1
TOIZSLJ,3650,3650,5150,3650,3650,-1,-1,-1
TOIZJSL,3650,3650,-1,-1,3650,3650,3650,-1
TOIZJLS,3650,3650,-1,-1,3650,3650,3650,-1
TOIZLSJ,3650,3650,5150,3650,3650,-1,-1,-1
TOIZLJS,3650,3650,-1,-1,3650,3650,3650,-1
TOIJSZL,3600,-1,-1,3650,3650,3650,3650,-1
TOIJSLZ,3600,-1,-1,3650,3650,3650,3650,-1
TOIJZSL,3650,-1,-1,-1,3650,3650,3650,-1
TOIJZLS,3650,-1,-1,-1,3650,3650,3650,-1
TOIJLSZ,3600,-1,-1,3650,3650,3650,3650,-1
TOIJLZS,3650,-1,-1,-1,3650,3650,3650,-1
TOILSZJ,3650,-1,5150,3650,3650,-1,-1,3650
TOILSJZ,3650,-1,3650,3650,3650,-1,3650,3650
TOILZSJ,3650,-1,5150,3650,3650,-1,-1,3650
TOILZJS,3650,-1,-1,-1,3650,3650,3650,-1
TOILJSZ,3600,-1,-1,3650,3650,3550,3650,3650
TOILJZS,3650,-1,-1,-1,3650,3550,3650,-1
TOSIZJL,3650,3650,4050,3650,3650,-1,-1,-1
TOSIZLJ,3650,3650,5150,3650,3650,-1,-1,-1
TOSIJZL,3650,3650,3650,3650,3650,-1,3650,-1
TOSIJLZ,3650,-1,3650,3650,3650,-1,3650,4050
TOSILZJ,3650,-1,5150,3650,3650,-1,-1,4050
TOSILJZ,3650,-1,3650,3650,3650,-1,3650,4050
TOSZIJL,3650,3650,4050,3650,3650,-1,-1,-1
TOSZILJ,3650,3650,5150,3650,3650,-1,-1,-1
TOSZJIL,3650,3650,4050,3650,3650,-1,-1,-1
TOSZJLI,3650,3650,4050,3650,3650,-1,-1,4050
TOSZLIJ,3650,3650,5150,3650,3650,-1,-1,4050
TOSZLJI,3650,3700,4050,3650,3650,-1,-1,4050
TOSJIZL,4600,3650,3650,3650,3650,-1,3650,-1
TOSJILZ,4600,-1,3650,3650,3650,-1,3650,4050
TOSJZIL,4600,3650,3650,3650,3650,-1,3650,-1
TOSJZLI,4600,3650,3650,3650,3650,-1,3650,4050
TOSJLIZ,4600,3650,3650,3650,3650,-1,3650,5150
TOSJLZI,4600,3650,3650,3650,3650,-1,3650,5150
TOSLIZJ,3650,3650,5150,3650,3650,-1,-1,4050
TOSLIJZ,3650,3650,3650,3650,3650,-1,3650,4050
TOSLZIJ,3650,3600,5150,3650,3650,-1,-1,4050
TOSLZJI,3650,3700,4050,3650,3650,-1,-1,4050
TOSLJIZ,4600,3650,3650,3650,3650,-1,3650,5150
TOSLJZI,4600,3650,3650,3650,3650,-1,3650,5150
TOZISJL,3650,3650,4050,3650,3650,-1,-1,-1
TOZISLJ,3650,3650,5150,3650,3650,-1,-1,-1
TOZIJSL,3650,3650,-1,-1,3650,3650,3650,-1
TOZIJLS,3650,3650,-1,-1,3650,3650,3650,-1
TOZILSJ,3650,3650,5150,3650,3650,-1,-1,-1
TOZILJS,3650,3700,-1,-1,3650,3650,3650,-1
TOZSIJL,3650,3650,4050,3650,3650,-1,-1,-1
TOZSILJ,3650,3650,5150,3650,3650,-1,-1,-1
TOZSJIL,3650,3650,4050,3650,3650,-1,-1,-1
TOZSJLI,3650,3650,4050,3650,3650,-1,-1,3650
TOZSLIJ,3650,3650,5150,3650,3650,-1,-1,3650
TOZSLJI,3650,3700,4050,3650,3650,-1,-1,3650
TOZJISL,3650,3650,-1,-1,3650,3650,3650,-1
TOZJILS,3650,3650,-1,-1,3650,3650,3650,-1
TOZJSIL,4600,3650,-1,-1,3650,3650,3650,-1
TOZJSLI,4600,3650,-1,-1,3650,3650,3650,-1
TOZJLIS,3650,3700,-1,-1,3650,3650,3650,-1
TOZJLSI,4600,3700,-1,-1,3650,3650,3650,-1
TOZLISJ,3650,3650,5150,3650,3650,-1,-1,3650
TOZLIJS,3650,3700,-1,-1,3650,3650,3650,-1
TOZLSIJ,3650,3650,5150,3650,3650,-1,-1,3650
TOZLSJI,3650,3700,4050,3650,3650,-1,-1,3650
TOZLJIS,3650,3700,-1,-1,3650,3650,3650,-1
TOZLJSI,4600,3700,-1,-1,3650,3650,3650,-1
TOJISZL,3600,-1,-1,3650,3650,3650,3650,-1
TOJISLZ,3600,-1,-1,3650,3650,3650,3650,-1
TOJIZSL,3650,-1,-1,-1,3650,3650,3650,-1
TOJIZLS,3650,-1,-1,-1,3650,3650,3650,-1
TOJILSZ,3600,-1,-1,3650,3650,3650,3650,-1
TOJILZS,3650,-1,-1,-1,3650,3650,3650,-1
TOJSIZL,4600,-1,-1,3650,3650,3650,3650,-1
TOJSILZ,4600,-1,-1,3650,3650,3650,3650,3650
TOJSZIL,4600,-1,-1,3650,3650,3650,3650,-1
TOJSZLI,4600,-1,-1,3650,3650,3650,3650,3650
TOJSLIZ,4600,-1,-1,3650,3650,3650,3650,3650
TOJSLZI,4600,-1,-1,3650,3650,3650,3650,3650
TOJZISL,3650,-1,-1,-1,3650,3650,3650,-1
TOJZILS,3650,-1,-1,-1,3650,3650,3650,-1
TOJZSIL,4600,-1,-1,-1,3650,3650,3650,-1
TOJZSLI,4600,-1,-1,-1,3650,3650,3650,-1
TOJZLIS,3650,-1,-1,-1,3650,3650,3650,-1
TOJZLSI,4600,-1,-1,-1,3650,3650,3650,-1
TOJLISZ,3600,-1,-1,3650,3650,3650,3650,3650
TOJLIZS,3650,-1,-1,-1,3650,3650,3650,-1
TOJLSIZ,4600,-1,-1,3650,3650,3650,3650,3650
TOJLSZI,4600,-1,-1,3650,3650,3650,3650,3650
TOJLZIS,3650,-1,-1,-1,3650,3650,3650,-1
TOJLZSI,4600,-1,-1,-1,3650,3650,3650,-1
TOLISZJ,3650,3650,5150,3650,3650,-1,-1,3650
TOLISJZ,3650,3650,3650,3650,3650,-1,3650,3650
TOLIZSJ,3650,3600,5150,3650,3650,-1,-1,3650
TOLIZJS,3650,3600,-1,-1,3650,3650,3650,-1
TOLIJSZ,3600,-1,-1,3650,3650,3550,3650,3650
TOLIJZS,3650,-1,-1,-1,3650,3550,3650,-1
TOLSIZJ,3650,3650,5150,3650,3650,-1,-1,4050
TOLSIJZ,3650,3650,3650,3650,3650,-1,3650,4050
TOLSZIJ,3650,3600,5150,3650,3650,-1,-1,4050
TOLSZJI,3650,3700,4050,3650,3650,-1,-1,4050
TOLSJIZ,4600,3650,3650,3650,3650,-1,3650,5150
TOLSJZI,4600,3650,3650,3650,3650,-1,3650,5150
TOLZISJ,3650,3600,5150,3650,3650,-1,-1,3650
TOLZIJS,3650,3600,-1,-1,3650,3650,3650,-1
TOLZSIJ,3650,3600,5150,3650,3650,-1,-1,3650
TOLZSJI,3650,3600,4050,3650,3650,-1,-1,3650
TOLZJIS,3650,3600,-1,-1,3650,3650,3650,-1
TOLZJSI,4600,3600,-1,-1,3650,3650,3650,-1
TOLJISZ,3600,-1,-1,3650,3650,3650,3650,3650
TOLJIZS,3650,-1,-1,-1,3650,3650,3650,-1
TOLJSIZ,4600,-1,-1,3650,3650,3650,3650,3650
TOLJSZI,4600,-1,-1,3650,3650,3650,3650,3650
TOLJZIS,3650,-1,-1,-1,3650,3650,3650,-1
TOLJZSI,4600,-1,-1,-1,3650,3650,3650,-1
TSIOZJL,3650,4050,4050,3650,3650,-1,-1,-1
TSIOZLJ,3650,4050,5150,3650,3650,-1,-1,-1
TSIOJZL,3650,4050,3650,3650,3650,-1,3650,-1
TSIOJLZ,3650,-1,3650,3650,3650,-1,3650,4050
TSIOLZJ,3650,-1,5150,3650,3650,-1,-1,4050
TSIOLJZ,3650,-1,3650,3650,3650,-1,3650,4050
TSIZOJL,3650,4050,4050,3650,3650,-1,-1,-1
TSIZOLJ,3650,4050,5150,3650,3650,-1,-1,-1
TSIZJOL,3650,4050,4050,3650,3650,-1,-1,-1
TSIZJLO,3650,4050,4050,3650,3650,-1,-1,-1
TSIZLOJ,3650,4050,5150,3650,3650,-1,-1,-1
TSIZLJO,3650,4100,4750,3650,3650,-1,-1,-1
TSIJOZL,3650,4050,3650,3650,3650,-1,3650,-1
TSIJOLZ,3650,-1,3650,3650,3650,-1,3650,4050
TSIJZOL,3650,4050,3650,3650,3650,-1,3650,-1
TSIJZLO,3650,4050,3650,3650,3650,-1,3650,-1
TSIJLOZ,3650,4050,3550,3650,3650,-1,3550,4050
TSIJLZO,3650,4050,3550,3650,3650,-1,3550,4050
TSILOZJ,3650,4050,5150,3650,3650,-1,-1,4050
TSILOJZ,3650,4050,3650,3650,3650,-1,3650,4050
TSILZOJ,3650,4050,5150,3650,3650,-1,-1,4050
TSILZJO,3650,4100,4750,3650,3650,-1,-1,4050
TSILJOZ,3650,4050,3550,3650,3650,-1,3550,4050
TSILJZO,3650,4050,3550,3650,3650,-1,3550,4050
TSOIZJL,3650,4050,4050,3650,3650,-1,-1,-1
TSOIZLJ,3650,4050,5150,3650,3650,-1,-1,-1
TSOIJZL,3650,4050,3650,3650,3650,-1,3650,-1
TSOIJLZ,3650,-1,3650,3650,3650,-1,3650,4050
TSOILZJ,3650,-1,5150,3650,3650,-1,-1,4050
TSOILJZ,3650,-1,3650,3650,3650,-1,3650,4050
TSOZIJL,3650,4050,4050,3650,3650,-1,-1,-1
TSOZILJ,3650,4050,5150,3650,3650,-1,-1,-1
TSOZJIL,3650,4050,4050,3650,3650,-1,-1,-1
TSOZJLI,3650,4050,4050,3650,3650,-1,-1,4050
TSOZLIJ,3650,4050,5150,3650,3650,-1,-1,4050
TSOZLJI,3650,4100,4050,3650,3650,-1,-1,4050
TSOJIZL,4600,4050,3650,3650,3650,-1,3650,-1
TSOJILZ,4600,-1,3650,3650,3650,-1,3650,4050
TSOJZIL,4600,4050,3650,3650,3650,-1,3650,-1
TSOJZLI,4600,4050,3650,3650,3650,-1,3650,4050
TSOJLIZ,4600,4050,3650,3650,3650,-1,3650,5150
TSOJLZI,4600,4050,3650,3650,3650,-1,3650,5150
TSOLIZJ,3650,4050,5150,3650,3650,-1,-1,4050
TSOLIJZ,3650,4050,3650,3650,3650,-1,3650,4050
TSOLZIJ,3650,4000,5150,3650,3650,-1,-1,4050
TSOLZJI,3650,4100,4050,3650,3650,-1,-1,4050
TSOLJIZ,4600,4050,3650,3650,3650,-1,3650,5150
TSOLJZI,4600,4050,3650,3650,3650,-1,3650,5150
TSZIOJL,3650,4050,4050,3650,3650,-1,-1,-1
TSZIOLJ,3650,4050,5150,3650,3650,-1,-1,-1
TSZIJOL,3650,4050,4050,3650,3650,-1,-1,-1
TSZIJLO,3650,4050,4050,3650,3650,-1,-1,-1
TSZILOJ,3650,4050,5150,3650,3650,-1,-1,-1
TSZILJO,3650,4100,4750,3650,3650,-1,-1,-1
TSZOIJL,3650,4050,4050,3650,3650,-1,-1,-1
TSZOILJ,3650,4050,5150,3650,3650,-1,-1,-1
TSZOJIL,3650,4050,4050,3650,3650,-1,-1,-1
TSZOJLI,3650,4550,4050,3650,3650,-1,-1,4050
TSZOLIJ,3650,4050,5150,3650,3650,-1,-1,4050
TSZOLJI,3650,4450,4050,3650,3650,-1,-1,4050
TSZJIOL,3650,4050,4050,3650,3650,-1,-1,-1
TSZJILO,3650,4050,4050,3650,3650,-1,-1,-1
TSZJOIL,3650,4050,4050,3650,3650,-1,-1,-1
TSZJOLI,3650,4550,4050,3650,3650,-1,-1,4050
TSZJLIO,3650,4400,4050,3650,3650,-1,-1,4050
TSZJLOI,3650,4450,4050,3650,3650,-1,-1,4050
TSZLIOJ,3650,4050,5150,3650,3650,-1,-1,4050
TSZLIJO,3650,4100,4750,3650,3650,-1,-1,4050
TSZLOIJ,3650,4050,5150,3650,3650,-1,-1,4050
TSZLOJI,3650,4450,4050,3650,3650,-1,-1,4050
TSZLJIO,3650,4250,4050,3650,3650,-1,-1,4050
TSZLJOI,3650,4450,4050,3650,3650,-1,-1,4050
TSJIOZL,4600,4050,3650,3650,3650,-1,3650,-1
TSJIOLZ,4600,-1,3650,3650,3650,-1,3650,4050
TSJIZOL,4600,4050,3650,3650,3650,-1,3650,-1
TSJIZLO,4600,4050,3650,3650,3650,-1,3650,-1
TSJILOZ,4600,4050,3550,3650,3650,-1,3550,4050
TSJILZO,4600,4050,3550,3650,3650,-1,3550,4050
TSJOIZL,4600,4050,3650,3650,3650,-1,3650,-1
TSJOILZ,4600,-1,3650,3650,3650,-1,3650,4050
TSJOZIL,4600,4050,3650,3650,3650,-1,3650,-1
TSJOZLI,4600,4050,3650,3650,3650,-1,3650,4050
TSJOLIZ,4600,4050,3650,3650,3650,-1,3650,5150
TSJOLZI,4600,4050,3650,3650,3650,-1,3650,5150
TSJZIOL,4600,4050,3650,3650,3650,-1,3650,-1
TSJZILO,4600,4050,3650,3650,3650,-1,3650,-1
TSJZOIL,4600,4050,3650,3650,3650,-1,3650,-1
TSJZOLI,4600,4550,3650,3650,3650,-1,3650,4050
TSJZLIO,4600,4400,3650,3650,3650,-1,3650,4050
TSJZLOI,4600,4450,3650,3650,3650,-1,3650,4050
TSJLIOZ,4600,4050,3550,3650,3650,-1,3550,4050
TSJLIZO,4600,4050,3550,3650,3650,-1,3550,4050
TSJLOIZ,4600,4050,3650,3650,3650,-1,3650,5150
TSJLOZI,4600,4050,3650,3650,3650,-1,3650,5150
TSJLZIO,4600,4400,3650,3650,3650,-1,3650,4050
TSJLZOI,4600,4450,3650,3650,3650,-1,3650,4050
TSLIOZJ,3650,4050,5150,3650,3650,-1,-1,4050
TSLIOJZ,3650,4050,3650,3650,3650,-1,3650,4050
TSLIZOJ,3650,4050,5150,3650,3650,-1,-1,4050
TSLIZJO,3650,4100,4750,3650,3650,-1,-1,4050
TSLIJOZ,3650,4050,3550,3650,3650,-1,3550,4050
TSLIJZO,3650,4050,3550,3650,3650,-1,3550,4050
TSLOIZJ,3650,4050,5150,3650,3650,-1,-1,4050
TSLOIJZ,3650,4050,3650,3650,3650,-1,3650,4050
TSLOZIJ,3650,4000,5150,3650,3650,-1,-1,4050
TSLOZJI,3650,4100,4050,3650,3650,-1,-1,4050
TSLOJIZ,4600,4050,3650,3650,3650,-1,3650,5150
TSLOJZI,4600,4050,3650,3650,3650,-1,3650,5150
TSLZIOJ,3650,4050,5150,3650,3650,-1,-1,4050
TSLZIJO,3650,4100,4750,3650,3650,-1,-1,4050
TSLZOIJ,3650,4050,5150,3650,3650,-1,-1,4050
TSLZOJI,3650,4450,4050,3650,3650,-1,-1,4050
TSLZJIO,3650,4250,4050,3650,3650,-1,-1,4050
TSLZJOI,3650,4450,4050,3650,3650,-1,-1,4050
TSLJIOZ,4600,4050,3550,3650,3650,-1,3550,4050
TSLJIZO,4600,4050,3550,3650,3650,-1,3550,4050
TSLJOIZ,4600,4050,3650,3650,3650,-1,3650,5150
TSLJOZI,4600,4050,3650,3650,3650,-1,3650,5150
TSLJZIO,4600,4400,3650,3650,3650,-1,3650,4050
TSLJZOI,4600,4450,3650,3650,3650,-1,3650,4050
TZIOSJL,3650,3650,4050,3650,3650,-1,-1,-1
TZIOSLJ,3650,3650,5150,3650,3650,-1,-1,-1
TZIOJSL,3650,3650,-1,-1,3650,3650,3650,-1
TZIOJLS,3650,3650,-1,-1,3650,3650,3650,-1
TZIOLSJ,3650,3650,5150,3650,3650,-1,-1,-1
TZIOLJS,3650,3700,-1,-1,3650,3650,3650,-1
TZISOJL,3650,3650,4050,3650,3650,-1,-1,-1
TZISOLJ,3650,3650,5150,3650,3650,-1,-1,-1
TZISJOL,3650,3650,4050,3650,3650,-1,-1,-1
TZISJLO,3650,3650,4050,3650,3650,-1,-1,-1
TZISLOJ,3650,3650,5150,3650,3650,-1,-1,-1
TZISLJO,3650,3700,4750,3650,3650,-1,-1,-1
TZIJOSL,3650,3650,-1,-1,3650,3650,3650,-1
TZIJOLS,3650,3650,-1,-1,3650,3650,3650,-1
TZIJSOL,3600,3650,-1,-1,3650,3650,3650,-1
TZIJSLO,3600,3650,-1,-1,3650,3650,3650,-1
TZIJLOS,3650,3650,-1,-1,3550,3650,3650,-1
TZIJLSO,3600,3650,-1,-1,3550,3650,3650,-1
TZILOSJ,3650,3650,5150,3650,3650,-1,-1,-1
TZILOJS,3650,3650,-1,-1,3650,3650,3650,-1
TZILSOJ,3650,3650,5150,3650,3650,-1,-1,-1
TZILSJO,3650,3650,4750,3650,3650,-1,-1,-1
TZILJOS,3650,3650,-1,-1,3550,3550,3550,-1
TZILJSO,3600,3650,-1,-1,3550,3550,3550,-1
TZOISJL,3650,3650,4050,3650,3650,-1,-1,-1
TZOISLJ,3650,3650,5150,3650,3650,-1,-1,-1
TZOIJSL,3650,3650,-1,-1,3650,3650,3650,-1
TZOIJLS,3650,3650,-1,-1,3650,3650,3650,-1
TZOILSJ,3650,3650,5150,3650,3650,-1,-1,-1
TZOILJS,3650,3700,-1,-1,3650,3650,3650,-1
TZOSIJL,3650,4050,4050,3650,3650,-1,-1,-1
TZOSILJ,3650,4050,5150,3650,3650,-1,-1,-1
TZOSJIL,3650,4050,4050,3650,3650,-1,-1,-1
TZOSJLI,3650,4550,4050,3650,3650,-1,-1,3650
TZOSLIJ,3650,4050,5150,3650,3650,-1,-1,3650
TZOSLJI,3650,4450,4050,3650,3650,-1,-1,3650
TZOJISL,3650,3650,-1,-1,3650,3650,3650,-1
TZOJILS,3650,3650,-1,-1,3650,3650,3650,-1
TZOJSIL,4600,4050,-1,-1,3650,3650,3650,-1
TZOJSLI,4600,4550,-1,-1,3650,3650,3650,-1
TZOJLIS,3650,3700,-1,-1,3650,3650,3650,-1
TZOJLSI,4600,4450,-1,-1,3650,3650,3650,-1
TZOLISJ,3650,3650,5150,3650,3650,-1,-1,3650
TZOLIJS,3650,3700,-1,-1,3650,3650,3650,-1
TZOLSIJ,3650,4000,5150,3650,3650,-1,-1,3650
TZOLSJI,3650,4450,4050,3650,3650,-1,-1,3650
TZOLJIS,3650,3700,-1,-1,3650,3650,3650,-1
TZOLJSI,4600,4450,-1,-1,3650,3650,3650,-1
TZSIOJL,3650,4050,4050,3650,3650,-1,-1,-1
TZSIOLJ,3650,4050,5150,3650,3650,-1,-1,-1
TZSIJOL,3650,4050,4050,3650,3650,-1,-1,-1
TZSIJLO,3650,4050,4050,3650,3650,-1,-1,-1
TZSILOJ,3650,4050,5150,3650,3650,-1,-1,-1
TZSILJO,3650,4100,4750,3650,3650,-1,-1,-1
TZSOIJL,3650,4050,4050,3650,3650,-1,-1,-1
TZSOILJ,3650,4050,5150,3650,3650,-1,-1,-1
TZSOJIL,3650,4050,4050,3650,3650,-1,-1,-1
TZSOJLI,3650,4550,4050,3650,3650,-1,-1,3650
